name,value
CL,1000.0
gna,4.2504545683974015
knaca,6.443831797941114
inakmax,2.7550900158292997
ipcamax,9.113501047796133
gcab,0.19193928139075644
gnab,0.26130837495104087
gks,2.0204141618373006
gkto,0.03282567772508612
gkr,0.16843618023376897
gclca,0.490627951046194
CaLF,0.2937614434126482
CaTF,0.6969023651019216
RyR,0.7710289297601728
jleak,0.10359990200796192
SERCA,0.5041893549923302
gcakF,0.7901811600999498
istim,0.0
ik1,0.014025203589167338
funny,7.787309907834026
Na_intra_rate,1.0
K_intra_rate,1.0
V_factor,1.0
CaL13,2.2848291143296384
CaL13_inact_tau,1.3210150507411496
INa_11,358.1698339605568
ficalcav,0.10788462405821243
fical13cav,0.4981850367370663
barium,0.0
adrenaline,0.0
